author,published_at,like_count,text,public,video_id,text_clean,text_normalized,text_final,label
@nasabadiofficial409,2026-04-05T19:56:46Z,0,"Anggaran MBG dan KOPERASI MERAH PUTIH adalah cara halus mengalihkan uang negara untuk membayar BOKIR AMERIKA, CHINA & JEPANG dan BUNGA UTANG NEGARA. 

Agama berkedok pajak, sdh muak drama Konoha.. UUD dan Agama dijadikan meras rakyat.. Begitu banyaknya utang para mantan penguasa, sampai apa saja di pajak kepada rakyat 

✅ Pajak endaraan
✅ Pajak tanah dan bangunan
✅ Pajak bahan pangan
✅ Pajak transaksi jual beli
✅ Pajak BPJS
✅ Pajak penghasilan
✅ Pajak THR
✅ Pajak Bea Cukai
✅ pajak perusahaan
✅ Pajak Zakat😂😂😂

Hidup mencari nafkah hanya untuk ngurusi bayar pajak sampai mati, pada dasarnya Indonesia sudah diambang tumbang, koruptor di para elit partai merajalelah atas nama Rakyat😂😂

Rakyat Siap-siap menghadapi krisis.. Rakyat Siap-siap hadapi kenyataan..
Rakyat Siap-siap menjadi tumbal.. 
Rakyat Siap-siap hadapi permasalahan negara disebabkan oleh Pemimpin dan Wakil Rakyat",True,lmcwEO9Lqe8,anggaran mbg dan koperasi merah putih adalah cara halus mengalihkan uang negara untuk membayar bokir amerika china jepang dan bunga utang negara agama berkedok pajak sdh muak drama konoha uud dan agama dijadikan meras rakyat begitu banyaknya utang para mantan penguasa sampai apa saja di pajak kepada rakyat pajak endaraan pajak tanah dan bangunan pajak bahan pangan pajak transaksi jual beli pajak bpjs pajak penghasilan pajak thr pajak bea cukai pajak perusahaan pajak zakat hidup mencari nafkah hanya untuk ngurusi bayar pajak sampai mati pada dasarnya indonesia sudah diambang tumbang koruptor di para elit partai merajalelah atas nama rakyat rakyat siap siap menghadapi krisis rakyat siap siap hadapi kenyataan rakyat siap siap menjadi tumbal rakyat siap siap hadapi permasalahan negara disebabkan oleh pemimpin dan wakil rakyat,anggaran makan bergizi gratis dan koperasi merah putih adalah cara halus mengalihkan uang negara untuk membayar bokir amerika china jepang dan bunga utang negara agama berkedok pajak sudah muak drama konoha uud dan agama dijadikan meras rakyat begitu banyaknya utang para mantan penguasa sampai apa saja di pajak kepada rakyat pajak endaraan pajak tanah dan bangunan pajak bahan pangan pajak transaksi jual beli pajak bpjs pajak penghasilan pajak thr pajak bea cukai pajak perusahaan pajak zakat hidup mencari nafkah hanya untuk ngurusi bayar pajak sampai mati pada dasarnya indonesia sudah diambang tumbang koruptor di para elit partai merajalelah atas nama rakyat rakyat siap siap menghadapi krisis rakyat siap siap hadapi kenyataan rakyat siap siap menjadi tumbal rakyat siap siap hadapi permasalahan negara disebabkan oleh pemimpin dan wakil rakyat,anggaran makan bergizi gratis koperasi merah putih halus mengalihkan uang negara membayar bokir amerika china jepang bunga utang negara agama berkedok pajak muak drama konoha uud agama dijadikan meras rakyat banyaknya utang mantan penguasa pajak rakyat pajak endaraan pajak tanah bangunan pajak bahan pangan pajak transaksi jual beli pajak bpjs pajak penghasilan pajak thr pajak bea cukai pajak perusahaan pajak zakat hidup mencari nafkah ngurusi bayar pajak mati dasarnya indonesia diambang tumbang koruptor elit partai merajalelah nama rakyat rakyat menghadapi krisis rakyat hadapi kenyataan rakyat tumbal rakyat hadapi permasalahan negara disebabkan pemimpin wakil rakyat,Positif
@kaesangprastiya982,2026-04-05T18:46:35Z,0,Emang kakek lansia ya gini. Suka kurang benar bikin program,True,lmcwEO9Lqe8,emang kakek lansia ya gini suka kurang benar bikin program,memang kakek lansia ya gini suka kurang benar bikin program,kakek lansia gini suka bikin program,Positif
@babihutan87-o3x4f,2026-04-05T16:25:00Z,0,"Bubarkan MBG, Kopdes. Berikan lapangan pekerjaan yg layak untuk orang tua. Urusan mkn  anak kembaliak ke ortunya.",True,lmcwEO9Lqe8,bubarkan mbg kopdes berikan lapangan pekerjaan yg layak untuk orang tua urusan mkn anak kembaliak ke ortunya,bubarkan makan bergizi gratis kopdes berikan lapangan pekerjaan yang layak untuk orang tua urusan makan anak kembaliak ke ortunya,bubarkan makan bergizi gratis kopdes lapangan pekerjaan layak tua urusan makan anak kembaliak ortunya,Netral
@salahbacakitab,2026-04-05T11:49:52Z,0,"Jutaan rakyat kecil yg usaha jualan disekitar sekolah makin meringis,, jualan sepiiii,,  smentara apbn negara trus digerogoti sma KKN oligarki mbg yg panen duit,,",True,lmcwEO9Lqe8,jutaan rakyat kecil yg usaha jualan disekitar sekolah makin meringis jualan sepiiii smentara apbn negara trus digerogoti sma kkn oligarki mbg yg panen duit,jutaan rakyat kecil yang usaha jualan disekitar sekolah makin meringis jualan sepiiii smentara apbn negara trus digerogoti sma kkn oligarki makan bergizi gratis yang panen duit,jutaan rakyat usaha jualan disekitar sekolah meringis jualan sepiiii smentara apbn negara trus digerogoti sma kkn oligarki makan bergizi gratis panen duit,Netral
@ivonhiero1676,2026-04-05T09:47:43Z,0,Buset! Skrg minta sumbangan dr masyarakat😅😅😅,True,lmcwEO9Lqe8,buset skrg minta sumbangan dr masyarakat,buset sekarang minta sumbangan dari masyarakat,buset sumbangan masyarakat,Tidak Berlabel
@Hinoto1973,2026-04-05T09:27:07Z,1,MBG....tetap bagus...hambatan banyak...memang hasilnya tidak langsung kelihatan...kami orang desa sederhana...bila gizi anak2 meningkat...kemampuan bersaing anak2 kita di masa depan akan semakin bagus...perut yg kenyang...akan membuat anak punya daya saing yg lebih baik...kalau toh masih ada korupsi...paling tidak yg menikmati hasil korupsi lebih merata...daripada program yg kelihatan bagus...tapi yg bisa korupsi cuma segelintir orang...karena budaya korupsi ini sudah mengakar ke semua sendi di semua sektor di negara ini...semoga anak2 yg menikmati MBG ini dapat memutus mata rantai korupsi kelak di masa depan...,True,lmcwEO9Lqe8,mbg tetap bagus hambatan banyak memang hasilnya tidak langsung kelihatan kami orang desa sederhana bila gizi anak meningkat kemampuan bersaing anak kita di masa depan akan semakin bagus perut yg kenyang akan membuat anak punya daya saing yg lebih baik kalau toh masih ada korupsi paling tidak yg menikmati hasil korupsi lebih merata daripada program yg kelihatan bagus tapi yg bisa korupsi cuma segelintir orang karena budaya korupsi ini sudah mengakar ke semua sendi di semua sektor di negara ini semoga anak yg menikmati mbg ini dapat memutus mata rantai korupsi kelak di masa depan,makan bergizi gratis tetap bagus hambatan banyak memang hasilnya tidak langsung kelihatan kami orang desa sederhana bila gizi anak meningkat kemampuan bersaing anak kita di masa depan akan semakin bagus perut yang kenyang akan membuat anak punya daya saing yang lebih baik kalau toh masih ada korupsi paling tidak yang menikmati hasil korupsi lebih merata daripada program yang kelihatan bagus tapi yang bisa korupsi cuma segelintir orang karena budaya korupsi ini sudah mengakar ke semua sendi di semua sektor di negara ini semoga anak yang menikmati makan bergizi gratis ini dapat memutus mata rantai korupsi kelak di masa depan,makan bergizi gratis bagus hambatan hasilnya desa sederhana gizi anak meningkat kemampuan bersaing anak bagus perut kenyang anak daya saing korupsi menikmati hasil korupsi merata program bagus korupsi segelintir budaya korupsi mengakar sendi sektor negara semoga anak menikmati makan bergizi gratis memutus rantai korupsi kelak,Positif
@Wongoraumum,2026-04-05T09:18:34Z,0,"maaf kak kalau menguntungkan petani gak begitu juga ,soal nya hasil produksi petani harga di patok pemerintah ,contoh padi , cabe dll , jadi di sini yang paling di untungkan para pengelola  anggaran itu sendiri . maaf kalo komen saya salah ,tonlong koreksi",True,lmcwEO9Lqe8,maaf kak kalau menguntungkan petani gak begitu juga soal nya hasil produksi petani harga di patok pemerintah contoh padi cabe dll jadi di sini yang paling di untungkan para pengelola anggaran itu sendiri maaf kalo komen saya salah tonlong koreksi,maaf kak kalau menguntungkan petani tidak begitu juga soal nya hasil produksi petani harga di patok pemerintah contoh padi cabe dll jadi di sini yang paling di untungkan para pengelola anggaran itu sendiri maaf kalo komen saya salah tonlong koreksi,maaf menguntungkan petani hasil produksi petani harga patok pemerintah contoh padi cabe dll untungkan pengelola anggaran maaf kalo komen salah tonlong koreksi,Negatif
@bocahwringinharjo0183,2026-04-05T07:31:37Z,0,Project MBG,True,lmcwEO9Lqe8,project mbg,project makan bergizi gratis,project makan bergizi gratis,Netral
@arifinhasibuan8746,2026-04-05T04:46:17Z,0,MBG berjalan setahun saja sudah menjadi bom waktu. Tinggal tunggu aja keruntuhan ekonomi Indonesia nanti di tahun 2029. Dan di tahun tersebut janji politik perbaikan ekonomilah yg akan di gaungkan oleh si PENYEBAB BOM WAKTU ini.,True,lmcwEO9Lqe8,mbg berjalan setahun saja sudah menjadi bom waktu tinggal tunggu aja keruntuhan ekonomi indonesia nanti di tahun dan di tahun tersebut janji politik perbaikan ekonomilah yg akan di gaungkan oleh si penyebab bom waktu ini,makan bergizi gratis berjalan setahun saja sudah menjadi bom waktu tinggal tunggu saja keruntuhan ekonomi indonesia nanti di tahun dan di tahun tersebut janji politik perbaikan ekonomilah yang akan di gaungkan oleh si penyebab bom waktu ini,makan bergizi gratis berjalan setahun bom waktu tinggal tunggu keruntuhan ekonomi indonesia tahun tahun janji politik perbaikan ekonomilah gaungkan si penyebab bom waktu,Positif
@maul2024,2026-04-05T02:09:56Z,0,"Kalau menurut gue, udah lah stop. Kalau kasihan ke anak yang gak makan, kasih ke anak yang emang gak mampu sekolah. Anak disekolahin berarti dia mampu. Kalau ingin membuka lapangan kerja, pendidikan gratiskan. Buat anak2 bangsa supaya cerdas dan pintar, supa bisa bikin mobi, motor, rudal, nuklir sendiri. Dengan begitu akan ada banyak lapangan pekerjaan. Lah ini progam investasi ke tai bukan ke otak.",True,lmcwEO9Lqe8,kalau menurut gue udah lah stop kalau kasihan ke anak yang gak makan kasih ke anak yang emang gak mampu sekolah anak disekolahin berarti dia mampu kalau ingin membuka lapangan kerja pendidikan gratiskan buat anak bangsa supaya cerdas dan pintar supa bisa bikin mobi motor rudal nuklir sendiri dengan begitu akan ada banyak lapangan pekerjaan lah ini progam investasi ke tai bukan ke otak,kalau menurut saya sudah lah stop kalau kasihan ke anak yang tidak makan kasih ke anak yang memang tidak mampu sekolah anak disekolahin berarti dia mampu kalau ingin membuka lapangan kerja pendidikan gratiskan buat anak bangsa supaya cerdas dan pintar supa bisa bikin mobi motor rudal nuklir sendiri dengan begitu akan ada banyak lapangan pekerjaan lah ini progam investasi ke tai bukan ke otak,stop kasihan anak makan kasih anak sekolah anak disekolahin membuka lapangan pendidikan gratiskan anak bangsa cerdas pintar supa bikin mobi motor rudal nuklir lapangan pekerjaan progam investasi tai otak,Netral
@Сан-Паулу,2026-04-05T01:02:19Z,0,Program korupsi legal,True,lmcwEO9Lqe8,program korupsi legal,program korupsi legal,program korupsi legal,Negatif
@muammar4744,2026-04-04T21:24:25Z,0,ini program paling tolol dan paling mengancam ketahanan ekonomi negara,True,lmcwEO9Lqe8,ini program paling tolol dan paling mengancam ketahanan ekonomi negara,ini program paling tolol dan paling mengancam ketahanan ekonomi negara,program tolol mengancam ketahanan ekonomi negara,Netral
@RxFadli,2026-04-04T16:16:58Z,0,"Program zolim, mitra memikirkan diri mekera sendri, semoga cepat dipanggil allah mereka zemua yg zolim tersebut",True,lmcwEO9Lqe8,program zolim mitra memikirkan diri mekera sendri semoga cepat dipanggil allah mereka zemua yg zolim tersebut,program zolim mitra memikirkan diri mekera sendri semoga cepat dipanggil allah mereka zemua yang zolim tersebut,program zolim mitra memikirkan mekera sendri semoga cepat dipanggil allah zemua zolim,Positif
@dappzzz958,2026-04-04T15:16:09Z,0,"Siapa bilang MBG beban negara, masyarakat tidak mengerti manfaat MBG, MBG sangat penting bagi pejabat2 kita bakan anak2nya anggota DPR kita juga sangat menikmati uangnya MBG, jd saya minta rakyat jgn terlalu komplen lah, kalau ada siswa2 kita yg keracuman, itu kan belum semua, yg mati pun paling beberapa orang aja, marilah kita bersabar, kalo pejabat2 kita udah kayaraya dan makmur baru MBG kita berhentikan",True,lmcwEO9Lqe8,siapa bilang mbg beban negara masyarakat tidak mengerti manfaat mbg mbg sangat penting bagi pejabat kita bakan anak nya anggota dpr kita juga sangat menikmati uangnya mbg jd saya minta rakyat jgn terlalu komplen lah kalau ada siswa kita yg keracuman itu kan belum semua yg mati pun paling beberapa orang aja marilah kita bersabar kalo pejabat kita udah kayaraya dan makmur baru mbg kita berhentikan,siapa bilang makan bergizi gratis beban negara masyarakat tidak mengerti manfaat makan bergizi gratis makan bergizi gratis sangat penting bagi pejabat kita bakan anak nya anggota dpr kita juga sangat menikmati uangnya makan bergizi gratis jd saya minta rakyat jgn terlalu komplen lah kalau ada siswa kita yang keracuman itu kan belum semua yang mati pun paling beberapa orang saja marilah kita bersabar kalo pejabat kita sudah kayaraya dan makmur baru makan bergizi gratis kita berhentikan,bilang makan bergizi gratis beban negara masyarakat mengerti manfaat makan bergizi gratis makan bergizi gratis pejabat bakan anak anggota dpr menikmati uangnya makan bergizi gratis jd rakyat jgn komplen siswa keracuman mati marilah bersabar kalo pejabat kayaraya makmur makan bergizi gratis berhentikan,Netral
@fitraabdillah4218,2026-04-04T11:15:28Z,0,"MBG tdk salah programnya SANGAT BAGUS, syg ini Indonesia dmn pejabat dan rakyat sama sama KORUPTOR",True,lmcwEO9Lqe8,mbg tdk salah programnya sangat bagus syg ini indonesia dmn pejabat dan rakyat sama sama koruptor,makan bergizi gratis tidak salah programnya sangat bagus syg ini indonesia dmn pejabat dan rakyat sama sama koruptor,makan bergizi gratis salah programnya bagus syg indonesia dmn pejabat rakyat koruptor,Positif
@MuhammadZhaky68,2026-04-04T08:30:16Z,1,YG MENGATAKAN MBG ITU BERGIZI SIAPA..? KALAU CUMA SALAK ROTI 2RIBU.  DAN YG LAINNYA. GA SESUAI DGN STANDAR GIZI.   INI ADALAH OROGRAM KOROPSI TERSTRUKTUR BERJEMAAH.,True,lmcwEO9Lqe8,yg mengatakan mbg itu bergizi siapa kalau cuma salak roti ribu dan yg lainnya ga sesuai dgn standar gizi ini adalah orogram koropsi terstruktur berjemaah,yang mengatakan makan bergizi gratis itu bergizi siapa kalau cuma salak roti ribu dan yang lainnya tidak sesuai dengan standar gizi ini adalah orogram koropsi terstruktur berjemaah,makan bergizi gratis bergizi salak roti ribu sesuai standar gizi orogram koropsi terstruktur berjemaah,Netral
@GabrielLadana,2026-04-04T15:02:18Z,0,Tetap bisa dibilang gizi itu roti sama dengan protein roti itu itukan protein trus buah buah kek salak itu sumber vitamin mungkin lu ngerasa mbg gak bergizi sama gua juga ngerasa ga bergizi banget karena isinya jajanan warung tapi tetep bergizi itu ada buah roti ada protein trus dapet vitamin gitu🙏,True,lmcwEO9Lqe8,tetap bisa dibilang gizi itu roti sama dengan protein roti itu itukan protein trus buah buah kek salak itu sumber vitamin mungkin lu ngerasa mbg gak bergizi sama gua juga ngerasa ga bergizi banget karena isinya jajanan warung tapi tetep bergizi itu ada buah roti ada protein trus dapet vitamin gitu,tetap bisa dibilang gizi itu roti sama dengan protein roti itu itukan protein trus buah buah kek salak itu sumber vitamin mungkin kamu ngerasa makan bergizi gratis tidak bergizi sama gua juga ngerasa tidak bergizi banget karena isinya jajanan warung tapi tetep bergizi itu ada buah roti ada protein trus dapet vitamin gitu,dibilang gizi roti protein roti itukan protein trus buah buah kek salak sumber vitamin ngerasa makan bergizi gratis bergizi gua ngerasa bergizi banget isinya jajanan warung tetep bergizi buah roti protein trus dapet vitamin gitu,Netral
@elzebaoth1,2026-04-04T05:55:39Z,1,"Program ini sarana kampanye prabowo untuk 2029, semestinya dihentikan karena memakai anggaran negara guna kepentingan pribadi.",True,lmcwEO9Lqe8,program ini sarana kampanye prabowo untuk semestinya dihentikan karena memakai anggaran negara guna kepentingan pribadi,program ini sarana kampanye prabowo untuk semestinya dihentikan karena memakai anggaran negara guna kepentingan pribadi,program sarana kampanye prabowo semestinya dihentikan memakai anggaran negara kepentingan pribadi,Kritik
@ananghatri1860,2026-04-04T05:44:02Z,0,Itu kalau sampai 300 t umpama di bagi 34 propinsi itu SDH dapat berapa itu itu JD harapan kami 2 di daerah tolong progeram itu pekerja mbg itu TDK sebanyak harapan tukang di daerah itu berapa puluh JT tukang yg TDK dapat pekerjaan,True,lmcwEO9Lqe8,itu kalau sampai t umpama di bagi propinsi itu sdh dapat berapa itu itu jd harapan kami di daerah tolong progeram itu pekerja mbg itu tdk sebanyak harapan tukang di daerah itu berapa puluh jt tukang yg tdk dapat pekerjaan,itu kalau sampai t umpama di bagi propinsi itu sudah dapat berapa itu itu jd harapan kami di daerah tolong progeram itu pekerja makan bergizi gratis itu tidak sebanyak harapan tukang di daerah itu berapa puluh jt tukang yang tidak dapat pekerjaan,umpama propinsi jd harapan daerah tolong progeram pekerja makan bergizi gratis harapan tukang daerah puluh jt tukang pekerjaan,Positif
@ananghatri1860,2026-04-04T05:40:19Z,0,Assalamualaikum mf pa parasiden Ekonomi nasional kita lesu benar kami di daerah ni harapan kami pekerjaan yg tukang banyak nganggur apa LG kami yg bekerja di proyek sangat terpukul benar pa termasuk tukang 2 yg ada menunggu proyek malah banyak TDK kerja,True,lmcwEO9Lqe8,assalamualaikum mf pa parasiden ekonomi nasional kita lesu benar kami di daerah ni harapan kami pekerjaan yg tukang banyak nganggur apa lg kami yg bekerja di proyek sangat terpukul benar pa termasuk tukang yg ada menunggu proyek malah banyak tdk kerja,assalamualaikum mf pa parasiden ekonomi nasional kita lesu benar kami di daerah ni harapan kami pekerjaan yang tukang banyak nganggur apa lg kami yang bekerja di proyek sangat terpukul benar pa termasuk tukang yang ada menunggu proyek malah banyak tidak kerja,assalamualaikum mf pa parasiden ekonomi nasional lesu daerah ni harapan pekerjaan tukang nganggur lg proyek terpukul pa tukang menunggu proyek,Positif
@GagangSapu-r9z,2026-04-04T05:39:02Z,0,"Terimakasih pak prabowo terus berjuang demi rakyatmu Indonesia 🇮🇩🇮🇩🇮🇩
lanjutkan program MBG dan koperasi merah putih rakyat sangat membutuhkan ❤❤❤",True,lmcwEO9Lqe8,terimakasih pak prabowo terus berjuang demi rakyatmu indonesia lanjutkan program mbg dan koperasi merah putih rakyat sangat membutuhkan,terimakasih pak prabowo terus berjuang demi rakyatmu indonesia lanjutkan program makan bergizi gratis dan koperasi merah putih rakyat sangat membutuhkan,terimakasih prabowo berjuang rakyatmu indonesia lanjutkan program makan bergizi gratis koperasi merah putih rakyat membutuhkan,Netral
@AbeeeXD,2026-04-04T05:33:52Z,0,"Kalo diliat dari realita lapangan, saya punya beberapa relasi yang bisa dibilang sedikit mensyukuri adanya MBG, karena anak nya ngga lagi perlu di buatkan bekal, tapi disisi lain, org tersebut pun menyayangkan hal lain yang jauh lebih banyak kurangnya ketimbang untungnya, salah satunya soal harga bahan baku yang naik, jadi ibarat nutup 1 lubang, tapi kebuka 2 - 3 celah lubang lainnya yang justru memperparah ekonomi mereka.

Belum lagi miss management skala nasional kek gini tuh saya yakin bisa bikin kemunduran dimasa depan, karena skalanya masive banget. 

Tunggu aja nanti, beberapa tahun kedepan. Saya rasa bakal ada kemunduran besar dari berbagai lini.",True,lmcwEO9Lqe8,kalo diliat dari realita lapangan saya punya beberapa relasi yang bisa dibilang sedikit mensyukuri adanya mbg karena anak nya ngga lagi perlu di buatkan bekal tapi disisi lain org tersebut pun menyayangkan hal lain yang jauh lebih banyak kurangnya ketimbang untungnya salah satunya soal harga bahan baku yang naik jadi ibarat nutup lubang tapi kebuka celah lubang lainnya yang justru memperparah ekonomi mereka belum lagi miss management skala nasional kek gini tuh saya yakin bisa bikin kemunduran dimasa depan karena skalanya masive banget tunggu aja nanti beberapa tahun kedepan saya rasa bakal ada kemunduran besar dari berbagai lini,kalo diliat dari realita lapangan saya punya beberapa relasi yang bisa dibilang sedikit mensyukuri adanya makan bergizi gratis karena anak nya tidak lagi perlu di buatkan bekal tapi disisi lain org tersebut pun menyayangkan hal lain yang jauh lebih banyak kurangnya ketimbang untungnya salah satunya soal harga bahan baku yang naik jadi ibarat nutup lubang tapi kebuka celah lubang lainnya yang justru memperparah ekonomi mereka belum lagi miss management skala nasional kek gini itu saya yakin bisa bikin kemunduran dimasa depan karena skalanya masive banget tunggu saja nanti beberapa tahun kedepan saya rasa bakal ada kemunduran besar dari berbagai lini,kalo diliat realita lapangan relasi dibilang mensyukuri makan bergizi gratis anak buatkan bekal disisi org menyayangkan kurangnya ketimbang untungnya salah satunya harga bahan baku nutup lubang kebuka celah lubang memperparah ekonomi miss management skala nasional kek gini bikin kemunduran dimasa skalanya masive banget tunggu tahun kedepan kemunduran lini,Negatif
